year,month,breed,n_animals
2022,10,Toggenburgerziege,6370
2022,11,Toggenburgerziege,6224
2022,12,Toggenburgerziege,6142
2023,1,Toggenburgerziege,7173
2023,2,Toggenburgerziege,8346
2023,3,Toggenburgerziege,8358
2023,4,Toggenburgerziege,7833
2023,5,Toggenburgerziege,7203
2023,6,Toggenburgerziege,6876
2023,7,Toggenburgerziege,6681
2020,1,Walliser_Schwarzhalsziege,3304
2020,2,Walliser_Schwarzhalsziege,3733
2020,3,Walliser_Schwarzhalsziege,4349
2020,4,Walliser_Schwarzhalsziege,4281
2020,5,Walliser_Schwarzhalsziege,4249
2020,6,Walliser_Schwarzhalsziege,4189
2020,7,Walliser_Schwarzhalsziege,4163
2020,8,Walliser_Schwarzhalsziege,4108
2020,9,Walliser_Schwarzhalsziege,3979
2020,10,Walliser_Schwarzhalsziege,3660
2020,11,Walliser_Schwarzhalsziege,3415
2020,12,Walliser_Schwarzhalsziege,3287
2021,1,Walliser_Schwarzhalsziege,3360
2021,2,Walliser_Schwarzhalsziege,3835
2021,3,Walliser_Schwarzhalsziege,4256
2021,4,Walliser_Schwarzhalsziege,4320
2021,5,Walliser_Schwarzhalsziege,4220
2021,6,Walliser_Schwarzhalsziege,4134
2021,7,Walliser_Schwarzhalsziege,4112
2021,8,Walliser_Schwarzhalsziege,4067
2021,9,Walliser_Schwarzhalsziege,3954
2021,10,Walliser_Schwarzhalsziege,3676
2021,11,Walliser_Schwarzhalsziege,3408
2021,12,Walliser_Schwarzhalsziege,3299
2022,1,Walliser_Schwarzhalsziege,3273
2022,2,Walliser_Schwarzhalsziege,3613
2022,3,Walliser_Schwarzhalsziege,4302
2022,4,Walliser_Schwarzhalsziege,4327
2022,5,Walliser_Schwarzhalsziege,4194
2022,6,Walliser_Schwarzhalsziege,4105
2022,7,Walliser_Schwarzhalsziege,4075
2022,8,Walliser_Schwarzhalsziege,4023
2022,9,Walliser_Schwarzhalsziege,3891
2022,10,Walliser_Schwarzhalsziege,3647
2022,11,Walliser_Schwarzhalsziege,3315
2022,12,Walliser_Schwarzhalsziege,3190
2023,1,Walliser_Schwarzhalsziege,3162
2023,2,Walliser_Schwarzhalsziege,3524
2023,3,Walliser_Schwarzhalsziege,4084
2023,4,Walliser_Schwarzhalsziege,4122
2023,5,Walliser_Schwarzhalsziege,4021
2023,6,Walliser_Schwarzhalsziege,3894
2023,7,Walliser_Schwarzhalsziege,3842
